lenguaje;n;algoritmo;escenario;repeticion;tiempo_ns;comparaciones
Python;10000;Binaria;Final;1;13100;14
Python;10000;Binaria;Final;2;5400;14
Python;10000;Binaria;Final;3;4500;14
Python;10000;Binaria;Final;4;4400;14
Python;10000;Binaria;Final;5;4700;14
Python;10000;Binaria;Final;6;4200;14
Python;10000;Binaria;Final;7;4300;14
Python;10000;Binaria;Final;8;4900;14
Python;10000;Binaria;Final;9;4200;14
Python;10000;Binaria;Final;10;4600;14
Python;10000;Binaria;Final;11;4400;14
Python;10000;Binaria;Final;12;4200;14
Python;10000;Binaria;Final;13;4500;14
Python;10000;Binaria;Final;14;5700;14
Python;10000;Binaria;Final;15;4600;14
Python;10000;Binaria;Final;16;4700;14
Python;10000;Binaria;Final;17;4600;14
Python;10000;Binaria;Final;18;4500;14
Python;10000;Binaria;Final;19;4300;14
Python;10000;Binaria;Final;20;4300;14
Python;10000;Binaria;Final;21;4600;14
Python;10000;Binaria;Final;22;4500;14
Python;10000;Binaria;Final;23;4500;14
Python;10000;Binaria;Final;24;4400;14
Python;10000;Binaria;Final;25;4400;14
Python;10000;Binaria;Final;26;4400;14
Python;10000;Binaria;Final;27;4300;14
Python;10000;Binaria;Final;28;4400;14
Python;10000;Binaria;Final;29;4700;14
Python;10000;Binaria;Final;30;4500;14
Python;10000;Lineal;Ausente;1;1221700;10000
Python;10000;Lineal;Ausente;2;1151700;10000
Python;10000;Lineal;Ausente;3;973100;10000
Python;10000;Lineal;Ausente;4;706200;10000
Python;10000;Lineal;Ausente;5;826400;10000
Python;10000;Lineal;Ausente;6;835000;10000
Python;10000;Lineal;Ausente;7;1035200;10000
Python;10000;Lineal;Ausente;8;1253100;10000
Python;10000;Lineal;Ausente;9;1252600;10000
Python;10000;Lineal;Ausente;10;1226400;10000
Python;10000;Lineal;Ausente;11;1120200;10000
Python;10000;Lineal;Ausente;12;1091700;10000
Python;10000;Lineal;Ausente;13;1150500;10000
Python;10000;Lineal;Ausente;14;1264800;10000
Python;10000;Lineal;Ausente;15;1261500;10000
Python;10000;Lineal;Ausente;16;1170700;10000
Python;10000;Lineal;Ausente;17;1169000;10000
Python;10000;Lineal;Ausente;18;949100;10000
Python;10000;Lineal;Ausente;19;1002400;10000
Python;10000;Lineal;Ausente;20;1024300;10000
Python;10000;Lineal;Ausente;21;1028900;10000
Python;10000;Lineal;Ausente;22;1125600;10000
Python;10000;Lineal;Ausente;23;738400;10000
Python;10000;Lineal;Ausente;24;658400;10000
Python;10000;Lineal;Ausente;25;626300;10000
Python;10000;Lineal;Ausente;26;672400;10000
Python;10000;Lineal;Ausente;27;904600;10000
Python;10000;Lineal;Ausente;28;1268100;10000
Python;10000;Lineal;Ausente;29;1221300;10000
Python;10000;Lineal;Ausente;30;652200;10000
Python;10000;Binaria;Ausente;1;5400;13
Python;10000;Binaria;Ausente;2;2800;13
Python;10000;Binaria;Ausente;3;2200;13
Python;10000;Binaria;Ausente;4;2100;13
Python;10000;Binaria;Ausente;5;2100;13
Python;10000;Binaria;Ausente;6;2100;13
Python;10000;Binaria;Ausente;7;2300;13
Python;10000;Binaria;Ausente;8;2100;13
Python;10000;Binaria;Ausente;9;2100;13
Python;10000;Binaria;Ausente;10;2300;13
Python;10000;Binaria;Ausente;11;2100;13
Python;10000;Binaria;Ausente;12;2100;13
Python;10000;Binaria;Ausente;13;2200;13
Python;10000;Binaria;Ausente;14;2100;13
Python;10000;Binaria;Ausente;15;2200;13
Python;10000;Binaria;Ausente;16;2200;13
Python;10000;Binaria;Ausente;17;2100;13
Python;10000;Binaria;Ausente;18;2100;13
Python;10000;Binaria;Ausente;19;2200;13
Python;10000;Binaria;Ausente;20;2100;13
Python;10000;Binaria;Ausente;21;2100;13
Python;10000;Binaria;Ausente;22;2100;13
Python;10000;Binaria;Ausente;23;2200;13
Python;10000;Binaria;Ausente;24;2100;13
Python;10000;Binaria;Ausente;25;2100;13
Python;10000;Binaria;Ausente;26;2000;13
Python;10000;Binaria;Ausente;27;2100;13
Python;10000;Binaria;Ausente;28;2100;13
Python;10000;Binaria;Ausente;29;2000;13
Python;10000;Binaria;Ausente;30;2100;13
Python;100000;Lineal;Inicio;1;3900;1
Python;100000;Lineal;Inicio;2;700;1
Python;100000;Lineal;Inicio;3;400;1
Python;100000;Lineal;Inicio;4;500;1
Python;100000;Lineal;Inicio;5;400;1
Python;100000;Lineal;Inicio;6;500;1
Python;100000;Lineal;Inicio;7;400;1
Python;100000;Lineal;Inicio;8;500;1
Python;100000;Lineal;Inicio;9;500;1
Python;100000;Lineal;Inicio;10;400;1
Python;100000;Lineal;Inicio;11;400;1
Python;100000;Lineal;Inicio;12;500;1
Python;100000;Lineal;Inicio;13;500;1
Python;100000;Lineal;Inicio;14;400;1
Python;100000;Lineal;Inicio;15;500;1
Python;100000;Lineal;Inicio;16;500;1
Python;100000;Lineal;Inicio;17;500;1
Python;100000;Lineal;Inicio;18;500;1
Python;100000;Lineal;Inicio;19;400;1
Python;100000;Lineal;Inicio;20;700;1
Python;100000;Lineal;Inicio;21;500;1
Python;100000;Lineal;Inicio;22;400;1
Python;100000;Lineal;Inicio;23;400;1
Python;100000;Lineal;Inicio;24;400;1
Python;100000;Lineal;Inicio;25;500;1
Python;100000;Lineal;Inicio;26;500;1
Python;100000;Lineal;Inicio;27;400;1
Python;100000;Lineal;Inicio;28;500;1
Python;100000;Lineal;Inicio;29;400;1
Python;100000;Lineal;Inicio;30;400;1
Python;100000;Binaria;Inicio;1;7600;16
Python;100000;Binaria;Inicio;2;3500;16
Python;100000;Binaria;Inicio;3;2900;16
Python;100000;Binaria;Inicio;4;2900;16
Python;100000;Binaria;Inicio;5;3000;16
Python;100000;Binaria;Inicio;6;2900;16
Python;100000;Binaria;Inicio;7;3000;16
Python;100000;Binaria;Inicio;8;3000;16
Python;100000;Binaria;Inicio;9;3000;16
Python;100000;Binaria;Inicio;10;3000;16
Python;100000;Binaria;Inicio;11;2900;16
Python;100000;Binaria;Inicio;12;3000;16
Python;100000;Binaria;Inicio;13;3000;16
Python;100000;Binaria;Inicio;14;3000;16
Python;100000;Binaria;Inicio;15;2900;16
Python;100000;Binaria;Inicio;16;3100;16
Python;100000;Binaria;Inicio;17;3000;16
Python;100000;Binaria;Inicio;18;3000;16
Python;100000;Binaria;Inicio;19;2900;16
Python;100000;Binaria;Inicio;20;3000;16
Python;100000;Binaria;Inicio;21;2900;16
Python;100000;Binaria;Inicio;22;3000;16
Python;100000;Binaria;Inicio;23;3100;16
Python;100000;Binaria;Inicio;24;3000;16
Python;100000;Binaria;Inicio;25;3000;16
Python;100000;Binaria;Inicio;26;3000;16
Python;100000;Binaria;Inicio;27;3000;16
Python;100000;Binaria;Inicio;28;3000;16
Python;100000;Binaria;Inicio;29;3000;16
Python;100000;Binaria;Inicio;30;2900;16
Python;100000;Lineal;Centro;1;4396500;50001
Python;100000;Lineal;Centro;2;4132200;50001
Python;100000;Lineal;Centro;3;4726900;50001
Python;100000;Lineal;Centro;4;4244900;50001
Python;100000;Lineal;Centro;5;5180400;50001
Python;100000;Lineal;Centro;6;5285300;50001
Python;100000;Lineal;Centro;7;4441600;50001
Python;100000;Lineal;Centro;8;3316200;50001
Python;100000;Lineal;Centro;9;3095900;50001
Python;100000;Lineal;Centro;10;3675500;50001
Python;100000;Lineal;Centro;11;3303800;50001
Python;100000;Lineal;Centro;12;3676400;50001
Python;100000;Lineal;Centro;13;3735100;50001
Python;100000;Lineal;Centro;14;3263200;50001
Python;100000;Lineal;Centro;15;3061700;50001
Python;100000;Lineal;Centro;16;3067500;50001
Python;100000;Lineal;Centro;17;3006500;50001
Python;100000;Lineal;Centro;18;2981400;50001
Python;100000;Lineal;Centro;19;3133100;50001
Python;100000;Lineal;Centro;20;3007800;50001
Python;100000;Lineal;Centro;21;3292300;50001
Python;100000;Lineal;Centro;22;3162400;50001
Python;100000;Lineal;Centro;23;3166400;50001
Python;100000;Lineal;Centro;24;3287700;50001
Python;100000;Lineal;Centro;25;3267300;50001
Python;100000;Lineal;Centro;26;3278900;50001
Python;100000;Lineal;Centro;27;3260500;50001
Python;100000;Lineal;Centro;28;3278800;50001
Python;100000;Lineal;Centro;29;3046800;50001
Python;100000;Lineal;Centro;30;3259400;50001
Python;100000;Binaria;Centro;1;10300;16
Python;100000;Binaria;Centro;2;3100;16
Python;100000;Binaria;Centro;3;2600;16
Python;100000;Binaria;Centro;4;2900;16
Python;100000;Binaria;Centro;5;2600;16
Python;100000;Binaria;Centro;6;2500;16
Python;100000;Binaria;Centro;7;2700;16
Python;100000;Binaria;Centro;8;2600;16
Python;100000;Binaria;Centro;9;2500;16
Python;100000;Binaria;Centro;10;3000;16
Python;100000;Binaria;Centro;11;2500;16
Python;100000;Binaria;Centro;12;2600;16
Python;100000;Binaria;Centro;13;2600;16
Python;100000;Binaria;Centro;14;2600;16
Python;100000;Binaria;Centro;15;2600;16
Python;100000;Binaria;Centro;16;2600;16
Python;100000;Binaria;Centro;17;2600;16
Python;100000;Binaria;Centro;18;2500;16
Python;100000;Binaria;Centro;19;2500;16
Python;100000;Binaria;Centro;20;2600;16
Python;100000;Binaria;Centro;21;2500;16
Python;100000;Binaria;Centro;22;2500;16
Python;100000;Binaria;Centro;23;2500;16
Python;100000;Binaria;Centro;24;2500;16
Python;100000;Binaria;Centro;25;2500;16
Python;100000;Binaria;Centro;26;2800;16
Python;100000;Binaria;Centro;27;2400;16
Python;100000;Binaria;Centro;28;2400;16
Python;100000;Binaria;Centro;29;2500;16
Python;100000;Binaria;Centro;30;2600;16
Python;100000;Lineal;Final;1;6023100;100000
Python;100000;Lineal;Final;2;6239100;100000
Python;100000;Lineal;Final;3;5993300;100000
Python;100000;Lineal;Final;4;6543600;100000
Python;100000;Lineal;Final;5;6414300;100000
Python;100000;Lineal;Final;6;6508900;100000
Python;100000;Lineal;Final;7;6067400;100000
Python;100000;Lineal;Final;8;6285600;100000
Python;100000;Lineal;Final;9;6608900;100000
Python;100000;Lineal;Final;10;6364300;100000
Python;100000;Lineal;Final;11;6426500;100000
Python;100000;Lineal;Final;12;6412900;100000
Python;100000;Lineal;Final;13;6346000;100000
Python;100000;Lineal;Final;14;6025400;100000
Python;100000;Lineal;Final;15;6136900;100000
Python;100000;Lineal;Final;16;6472900;100000
Python;100000;Lineal;Final;17;6126400;100000
Python;100000;Lineal;Final;18;6354500;100000
Python;100000;Lineal;Final;19;6370900;100000
Python;100000;Lineal;Final;20;6530000;100000
Python;100000;Lineal;Final;21;6425800;100000
Python;100000;Lineal;Final;22;6237400;100000
Python;100000;Lineal;Final;23;6322800;100000
Python;100000;Lineal;Final;24;6615000;100000
Python;100000;Lineal;Final;25;6056100;100000
Python;100000;Lineal;Final;26;6491100;100000
Python;100000;Lineal;Final;27;6346900;100000
Python;100000;Lineal;Final;28;6560200;100000
Python;100000;Lineal;Final;29;6602600;100000
Python;100000;Lineal;Final;30;6258000;100000
Python;100000;Binaria;Final;1;8000;17
Python;100000;Binaria;Final;2;3200;17
Python;100000;Binaria;Final;3;2800;17
Python;100000;Binaria;Final;4;2700;17
Python;100000;Binaria;Final;5;2800;17
Python;100000;Binaria;Final;6;2700;17
Python;100000;Binaria;Final;7;2700;17
Python;100000;Binaria;Final;8;2800;17
Python;100000;Binaria;Final;9;2700;17
Python;100000;Binaria;Final;10;2700;17
Python;100000;Binaria;Final;11;2600;17
Python;100000;Binaria;Final;12;2700;17
Python;100000;Binaria;Final;13;2800;17
Python;100000;Binaria;Final;14;2700;17
Python;100000;Binaria;Final;15;2600;17
Python;100000;Binaria;Final;16;2600;17
Python;100000;Binaria;Final;17;2700;17
Python;100000;Binaria;Final;18;2700;17
Python;100000;Binaria;Final;19;2700;17
Python;100000;Binaria;Final;20;2700;17
Python;100000;Binaria;Final;21;2800;17
Python;100000;Binaria;Final;22;2700;17
Python;100000;Binaria;Final;23;2600;17
Python;100000;Binaria;Final;24;2800;17
Python;100000;Binaria;Final;25;2800;17
Python;100000;Binaria;Final;26;2800;17
Python;100000;Binaria;Final;27;2700;17
Python;100000;Binaria;Final;28;2700;17
Python;100000;Binaria;Final;29;2700;17
Python;100000;Binaria;Final;30;2700;17
Python;100000;Lineal;Ausente;1;6184000;100000
Python;100000;Lineal;Ausente;2;6448500;100000
Python;100000;Lineal;Ausente;3;6405300;100000
Python;100000;Lineal;Ausente;4;6394700;100000
Python;100000;Lineal;Ausente;5;6243100;100000
Python;100000;Lineal;Ausente;6;6471000;100000
Python;100000;Lineal;Ausente;7;6156700;100000
Python;100000;Lineal;Ausente;8;6284500;100000
Python;100000;Lineal;Ausente;9;6286200;100000
Python;100000;Lineal;Ausente;10;6677600;100000
Python;100000;Lineal;Ausente;11;6541900;100000
Python;100000;Lineal;Ausente;12;6631400;100000
Python;100000;Lineal;Ausente;13;8539900;100000
Python;100000;Lineal;Ausente;14;8638800;100000
Python;100000;Lineal;Ausente;15;7609400;100000
Python;100000;Lineal;Ausente;16;8629100;100000
Python;100000;Lineal;Ausente;17;7141100;100000
Python;100000;Lineal;Ausente;18;7674200;100000
Python;100000;Lineal;Ausente;19;7131000;100000
Python;100000;Lineal;Ausente;20;7411600;100000
Python;100000;Lineal;Ausente;21;8052400;100000
Python;100000;Lineal;Ausente;22;7831100;100000
Python;100000;Lineal;Ausente;23;6713300;100000
Python;100000;Lineal;Ausente;24;6599500;100000
Python;100000;Lineal;Ausente;25;6291000;100000
Python;100000;Lineal;Ausente;26;6361800;100000
Python;100000;Lineal;Ausente;27;6270500;100000
Python;100000;Lineal;Ausente;28;6459100;100000
Python;100000;Lineal;Ausente;29;6676900;100000
Python;100000;Lineal;Ausente;30;6547200;100000
Python;100000;Binaria;Ausente;1;10400;16
Python;100000;Binaria;Ausente;2;3200;16
Python;100000;Binaria;Ausente;3;2700;16
Python;100000;Binaria;Ausente;4;2600;16
Python;100000;Binaria;Ausente;5;2800;16
Python;100000;Binaria;Ausente;6;2600;16
Python;100000;Binaria;Ausente;7;2700;16
Python;100000;Binaria;Ausente;8;2600;16
Python;100000;Binaria;Ausente;9;2600;16
Python;100000;Binaria;Ausente;10;2600;16
Python;100000;Binaria;Ausente;11;2600;16
Python;100000;Binaria;Ausente;12;2800;16
Python;100000;Binaria;Ausente;13;2600;16
Python;100000;Binaria;Ausente;14;2600;16
Python;100000;Binaria;Ausente;15;2500;16
Python;100000;Binaria;Ausente;16;2600;16
Python;100000;Binaria;Ausente;17;2600;16
Python;100000;Binaria;Ausente;18;2600;16
Python;100000;Binaria;Ausente;19;2500;16
Python;100000;Binaria;Ausente;20;2600;16
Python;100000;Binaria;Ausente;21;2700;16
Python;100000;Binaria;Ausente;22;2600;16
Python;100000;Binaria;Ausente;23;2600;16
Python;100000;Binaria;Ausente;24;2600;16
Python;100000;Binaria;Ausente;25;2600;16
Python;100000;Binaria;Ausente;26;2500;16
Python;100000;Binaria;Ausente;27;2600;16
Python;100000;Binaria;Ausente;28;2500;16
Python;100000;Binaria;Ausente;29;2600;16
Python;100000;Binaria;Ausente;30;2600;16
Python;500000;Lineal;Inicio;1;4600;1
Python;500000;Lineal;Inicio;2;600;1
Python;500000;Lineal;Inicio;3;400;1
Python;500000;Lineal;Inicio;4;300;1
Python;500000;Lineal;Inicio;5;400;1
Python;500000;Lineal;Inicio;6;300;1
Python;500000;Lineal;Inicio;7;400;1
Python;500000;Lineal;Inicio;8;300;1
Python;500000;Lineal;Inicio;9;300;1
Python;500000;Lineal;Inicio;10;300;1
Python;500000;Lineal;Inicio;11;300;1
Python;500000;Lineal;Inicio;12;400;1
Python;500000;Lineal;Inicio;13;400;1
Python;500000;Lineal;Inicio;14;400;1
Python;500000;Lineal;Inicio;15;300;1
Python;500000;Lineal;Inicio;16;300;1
Python;500000;Lineal;Inicio;17;300;1
Python;500000;Lineal;Inicio;18;300;1
Python;500000;Lineal;Inicio;19;300;1
Python;500000;Lineal;Inicio;20;300;1
Python;500000;Lineal;Inicio;21;300;1
Python;500000;Lineal;Inicio;22;300;1
Python;500000;Lineal;Inicio;23;300;1
Python;500000;Lineal;Inicio;24;400;1
Python;500000;Lineal;Inicio;25;300;1
Python;500000;Lineal;Inicio;26;300;1
Python;500000;Lineal;Inicio;27;300;1
Python;500000;Lineal;Inicio;28;400;1
Python;500000;Lineal;Inicio;29;400;1
Python;500000;Lineal;Inicio;30;400;1
Python;500000;Binaria;Inicio;1;8700;18
Python;500000;Binaria;Inicio;2;3000;18
Python;500000;Binaria;Inicio;3;2900;18
Python;500000;Binaria;Inicio;4;2800;18
Python;500000;Binaria;Inicio;5;2800;18
Python;500000;Binaria;Inicio;6;2700;18
Python;500000;Binaria;Inicio;7;2800;18
Python;500000;Binaria;Inicio;8;2700;18
Python;500000;Binaria;Inicio;9;2700;18
Python;500000;Binaria;Inicio;10;2900;18
Python;500000;Binaria;Inicio;11;2600;18
Python;500000;Binaria;Inicio;12;2800;18
Python;500000;Binaria;Inicio;13;2800;18
Python;500000;Binaria;Inicio;14;2700;18
Python;500000;Binaria;Inicio;15;2700;18
Python;500000;Binaria;Inicio;16;2800;18
Python;500000;Binaria;Inicio;17;2700;18
Python;500000;Binaria;Inicio;18;2800;18
Python;500000;Binaria;Inicio;19;2600;18
Python;500000;Binaria;Inicio;20;2700;18
Python;500000;Binaria;Inicio;21;2700;18
Python;500000;Binaria;Inicio;22;2700;18
Python;500000;Binaria;Inicio;23;2700;18
Python;500000;Binaria;Inicio;24;2700;18
Python;500000;Binaria;Inicio;25;2800;18
Python;500000;Binaria;Inicio;26;2800;18
Python;500000;Binaria;Inicio;27;2800;18
Python;500000;Binaria;Inicio;28;2700;18
Python;500000;Binaria;Inicio;29;2800;18
Python;500000;Binaria;Inicio;30;2700;18
Python;500000;Lineal;Centro;1;15784000;250001
Python;500000;Lineal;Centro;2;16072800;250001
Python;500000;Lineal;Centro;3;16421500;250001
Python;500000;Lineal;Centro;4;15937300;250001
Python;500000;Lineal;Centro;5;22061900;250001
Python;500000;Lineal;Centro;6;24975900;250001
Python;500000;Lineal;Centro;7;24604800;250001
Python;500000;Lineal;Centro;8;19365100;250001
Python;500000;Lineal;Centro;9;20557500;250001
Python;500000;Lineal;Centro;10;17912600;250001
Python;500000;Lineal;Centro;11;15717900;250001
Python;500000;Lineal;Centro;12;15787900;250001
Python;500000;Lineal;Centro;13;16235200;250001
Python;500000;Lineal;Centro;14;16049600;250001
Python;500000;Lineal;Centro;15;16834700;250001
Python;500000;Lineal;Centro;16;16020500;250001
Python;500000;Lineal;Centro;17;15703800;250001
Python;500000;Lineal;Centro;18;15790000;250001
Python;500000;Lineal;Centro;19;16139600;250001
Python;500000;Lineal;Centro;20;15788300;250001
Python;500000;Lineal;Centro;21;15999500;250001
Python;500000;Lineal;Centro;22;15778600;250001
Python;500000;Lineal;Centro;23;16449100;250001
Python;500000;Lineal;Centro;24;15569200;250001
Python;500000;Lineal;Centro;25;16201800;250001
Python;500000;Lineal;Centro;26;15957700;250001
Python;500000;Lineal;Centro;27;15749100;250001
Python;500000;Lineal;Centro;28;15807100;250001
Python;500000;Lineal;Centro;29;16476500;250001
Python;500000;Lineal;Centro;30;16003700;250001
Python;500000;Binaria;Centro;1;10700;18
Python;500000;Binaria;Centro;2;3500;18
Python;500000;Binaria;Centro;3;3200;18
Python;500000;Binaria;Centro;4;2800;18
Python;500000;Binaria;Centro;5;3100;18
Python;500000;Binaria;Centro;6;2900;18
Python;500000;Binaria;Centro;7;2900;18
Python;500000;Binaria;Centro;8;2900;18
Python;500000;Binaria;Centro;9;2800;18
Python;500000;Binaria;Centro;10;2900;18
Python;500000;Binaria;Centro;11;2900;18
Python;500000;Binaria;Centro;12;2900;18
Python;500000;Binaria;Centro;13;2800;18
Python;500000;Binaria;Centro;14;2800;18
Python;500000;Binaria;Centro;15;2800;18
Python;500000;Binaria;Centro;16;2900;18
Python;500000;Binaria;Centro;17;3000;18
Python;500000;Binaria;Centro;18;2800;18
Python;500000;Binaria;Centro;19;2900;18
Python;500000;Binaria;Centro;20;2900;18
Python;500000;Binaria;Centro;21;2800;18
Python;500000;Binaria;Centro;22;2900;18
Python;500000;Binaria;Centro;23;2800;18
Python;500000;Binaria;Centro;24;3000;18
Python;500000;Binaria;Centro;25;2700;18
Python;500000;Binaria;Centro;26;2800;18
Python;500000;Binaria;Centro;27;2800;18
Python;500000;Binaria;Centro;28;2800;18
Python;500000;Binaria;Centro;29;2800;18
Python;500000;Binaria;Centro;30;3000;18
Python;500000;Lineal;Final;1;46433500;500000
Python;500000;Lineal;Final;2;41640900;500000
Python;500000;Lineal;Final;3;31678900;500000
Python;500000;Lineal;Final;4;32126000;500000
Python;500000;Lineal;Final;5;32094700;500000
Python;500000;Lineal;Final;6;32307800;500000
Python;500000;Lineal;Final;7;32781300;500000
Python;500000;Lineal;Final;8;32724900;500000
Python;500000;Lineal;Final;9;55847800;500000
Python;500000;Lineal;Final;10;57343600;500000
Python;500000;Lineal;Final;11;43150000;500000
Python;500000;Lineal;Final;12;37639600;500000
Python;500000;Lineal;Final;13;39438600;500000
Python;500000;Lineal;Final;14;44765900;500000
Python;500000;Lineal;Final;15;34980400;500000
Python;500000;Lineal;Final;16;35776200;500000
Python;500000;Lineal;Final;17;41408300;500000
Python;500000;Lineal;Final;18;38795500;500000
Python;500000;Lineal;Final;19;32244600;500000
Python;500000;Lineal;Final;20;32229900;500000
Python;500000;Lineal;Final;21;31907500;500000
Python;500000;Lineal;Final;22;31464200;500000
Python;500000;Lineal;Final;23;38228900;500000
Python;500000;Lineal;Final;24;31505300;500000
Python;500000;Lineal;Final;25;33967000;500000
Python;500000;Lineal;Final;26;50132500;500000
Python;500000;Lineal;Final;27;61217700;500000
Python;500000;Lineal;Final;28;51414900;500000
Python;500000;Lineal;Final;29;47421200;500000
Python;500000;Lineal;Final;30;41452600;500000
Python;500000;Binaria;Final;1;8600;19
Python;500000;Binaria;Final;2;3700;19
Python;500000;Binaria;Final;3;3000;19
Python;500000;Binaria;Final;4;3000;19
Python;500000;Binaria;Final;5;3000;19
Python;500000;Binaria;Final;6;3000;19
Python;500000;Binaria;Final;7;3000;19
Python;500000;Binaria;Final;8;2900;19
Python;500000;Binaria;Final;9;2900;19
Python;500000;Binaria;Final;10;3000;19
Python;500000;Binaria;Final;11;3100;19
Python;500000;Binaria;Final;12;2900;19
Python;500000;Binaria;Final;13;3000;19
Python;500000;Binaria;Final;14;3000;19
Python;500000;Binaria;Final;15;3100;19
Python;500000;Binaria;Final;16;2900;19
Python;500000;Binaria;Final;17;2900;19
Python;500000;Binaria;Final;18;2900;19
Python;500000;Binaria;Final;19;2900;19
Python;500000;Binaria;Final;20;2900;19
Python;500000;Binaria;Final;21;2900;19
Python;500000;Binaria;Final;22;2900;19
Python;500000;Binaria;Final;23;2900;19
Python;500000;Binaria;Final;24;2900;19
Python;500000;Binaria;Final;25;2800;19
Python;500000;Binaria;Final;26;3000;19
Python;500000;Binaria;Final;27;2900;19
Python;500000;Binaria;Final;28;2900;19
Python;500000;Binaria;Final;29;3000;19
Python;500000;Binaria;Final;30;3000;19
Python;500000;Lineal;Ausente;1;39036300;500000
Python;500000;Lineal;Ausente;2;36073900;500000
Python;500000;Lineal;Ausente;3;32457000;500000
Python;500000;Lineal;Ausente;4;31881500;500000
Python;500000;Lineal;Ausente;5;34602800;500000
Python;500000;Lineal;Ausente;6;32797300;500000
Python;500000;Lineal;Ausente;7;33131400;500000
Python;500000;Lineal;Ausente;8;49847500;500000
Python;500000;Lineal;Ausente;9;48561600;500000
Python;500000;Lineal;Ausente;10;48394900;500000
Python;500000;Lineal;Ausente;11;36612200;500000
Python;500000;Lineal;Ausente;12;31103300;500000
Python;500000;Lineal;Ausente;13;31740400;500000
Python;500000;Lineal;Ausente;14;34287900;500000
Python;500000;Lineal;Ausente;15;32446400;500000
Python;500000;Lineal;Ausente;16;33279500;500000
Python;500000;Lineal;Ausente;17;33576300;500000
Python;500000;Lineal;Ausente;18;37686000;500000
Python;500000;Lineal;Ausente;19;42926300;500000
Python;500000;Lineal;Ausente;20;37779900;500000
Python;500000;Lineal;Ausente;21;33157000;500000
Python;500000;Lineal;Ausente;22;31795700;500000
Python;500000;Lineal;Ausente;23;33393300;500000
Python;500000;Lineal;Ausente;24;40464500;500000
Python;500000;Lineal;Ausente;25;33754400;500000
Python;500000;Lineal;Ausente;26;32459600;500000
Python;500000;Lineal;Ausente;27;36769100;500000
Python;500000;Lineal;Ausente;28;33465100;500000
Python;500000;Lineal;Ausente;29;32112100;500000
Python;500000;Lineal;Ausente;30;33946600;500000
Python;500000;Binaria;Ausente;1;17300;18
Python;500000;Binaria;Ausente;2;5900;18
Python;500000;Binaria;Ausente;3;4600;18
Python;500000;Binaria;Ausente;4;114400;18
Python;500000;Binaria;Ausente;5;9300;18
Python;500000;Binaria;Ausente;6;5300;18
Python;500000;Binaria;Ausente;7;4700;18
Python;500000;Binaria;Ausente;8;4600;18
Python;500000;Binaria;Ausente;9;4700;18
Python;500000;Binaria;Ausente;10;4800;18
Python;500000;Binaria;Ausente;11;4800;18
Python;500000;Binaria;Ausente;12;4500;18
Python;500000;Binaria;Ausente;13;4500;18
Python;500000;Binaria;Ausente;14;5000;18
Python;500000;Binaria;Ausente;15;4500;18
Python;500000;Binaria;Ausente;16;4500;18
Python;500000;Binaria;Ausente;17;4500;18
Python;500000;Binaria;Ausente;18;4600;18
Python;500000;Binaria;Ausente;19;4600;18
Python;500000;Binaria;Ausente;20;4500;18
Python;500000;Binaria;Ausente;21;4500;18
Python;500000;Binaria;Ausente;22;4600;18
Python;500000;Binaria;Ausente;23;4500;18
Python;500000;Binaria;Ausente;24;4500;18
Python;500000;Binaria;Ausente;25;4500;18
Python;500000;Binaria;Ausente;26;4500;18
Python;500000;Binaria;Ausente;27;4500;18
Python;500000;Binaria;Ausente;28;4500;18
Python;500000;Binaria;Ausente;29;4600;18
Python;500000;Binaria;Ausente;30;4500;18
cpp;100;Lineal;Inicio;1;100;1
cpp;100;Binaria;Inicio;1;300;6
cpp;100;Lineal;Inicio;2;100;1
cpp;100;Binaria;Inicio;2;100;6
cpp;100;Lineal;Inicio;3;0;1
cpp;100;Binaria;Inicio;3;100;6
cpp;100;Lineal;Inicio;4;100;1
cpp;100;Binaria;Inicio;4;0;6
cpp;100;Lineal;Inicio;5;0;1
cpp;100;Binaria;Inicio;5;100;6
cpp;100;Lineal;Inicio;6;100;1
cpp;100;Binaria;Inicio;6;0;6
cpp;100;Lineal;Inicio;7;0;1
cpp;100;Binaria;Inicio;7;100;6
cpp;100;Lineal;Inicio;8;100;1
cpp;100;Binaria;Inicio;8;0;6
cpp;100;Lineal;Inicio;9;0;1
cpp;100;Binaria;Inicio;9;100;6
cpp;100;Lineal;Inicio;10;100;1
cpp;100;Binaria;Inicio;10;100;6
cpp;100;Lineal;Inicio;11;0;1
cpp;100;Binaria;Inicio;11;0;6
cpp;100;Lineal;Inicio;12;100;1
cpp;100;Binaria;Inicio;12;100;6
cpp;100;Lineal;Inicio;13;100;1
cpp;100;Binaria;Inicio;13;100;6
cpp;100;Lineal;Inicio;14;100;1
cpp;100;Binaria;Inicio;14;100;6
cpp;100;Lineal;Inicio;15;0;1
cpp;100;Binaria;Inicio;15;0;6
cpp;100;Lineal;Inicio;16;0;1
cpp;100;Binaria;Inicio;16;100;6
cpp;100;Lineal;Inicio;17;100;1
cpp;100;Binaria;Inicio;17;100;6
cpp;100;Lineal;Inicio;18;0;1
cpp;100;Binaria;Inicio;18;100;6
cpp;100;Lineal;Inicio;19;100;1
cpp;100;Binaria;Inicio;19;100;6
cpp;100;Lineal;Inicio;20;0;1
cpp;100;Binaria;Inicio;20;100;6
cpp;100;Lineal;Inicio;21;100;1
