lenguaje;n;algoritmo;escenario;repeticion;tiempo_ns;comparaciones
cpp;100;Binaria;Inicio;21;100;6
cpp;100;Lineal;Inicio;22;0;1
cpp;100;Binaria;Inicio;22;100;6
cpp;100;Lineal;Inicio;23;0;1
cpp;100;Binaria;Inicio;23;0;6
cpp;100;Lineal;Inicio;24;0;1
cpp;100;Binaria;Inicio;24;0;6
cpp;100;Lineal;Inicio;25;100;1
cpp;100;Binaria;Inicio;25;100;6
cpp;100;Lineal;Inicio;26;100;1
cpp;100;Binaria;Inicio;26;100;6
cpp;100;Lineal;Inicio;27;100;1
cpp;100;Binaria;Inicio;27;0;6
cpp;100;Lineal;Inicio;28;100;1
cpp;100;Binaria;Inicio;28;100;6
cpp;100;Lineal;Inicio;29;0;1
cpp;100;Binaria;Inicio;29;100;6
cpp;100;Lineal;Inicio;30;0;1
cpp;100;Binaria;Inicio;30;100;6
cpp;100;Lineal;Centro;1;300;51
cpp;100;Binaria;Centro;1;100;6
cpp;100;Lineal;Centro;2;300;51
cpp;100;Binaria;Centro;2;100;6
cpp;100;Lineal;Centro;3;500;51
cpp;100;Binaria;Centro;3;200;6
cpp;100;Lineal;Centro;4;300;51
cpp;100;Binaria;Centro;4;200;6
cpp;100;Lineal;Centro;5;200;51
cpp;100;Binaria;Centro;5;100;6
cpp;100;Lineal;Centro;6;300;51
cpp;100;Binaria;Centro;6;100;6
cpp;100;Lineal;Centro;7;300;51
cpp;100;Binaria;Centro;7;100;6
cpp;100;Lineal;Centro;8;200;51
cpp;100;Binaria;Centro;8;0;6
cpp;100;Lineal;Centro;9;300;51
cpp;100;Binaria;Centro;9;100;6
cpp;100;Lineal;Centro;10;300;51
cpp;100;Binaria;Centro;10;100;6
cpp;100;Lineal;Centro;11;300;51
cpp;100;Binaria;Centro;11;100;6
cpp;100;Lineal;Centro;12;300;51
cpp;100;Binaria;Centro;12;100;6
cpp;100;Lineal;Centro;13;300;51
cpp;100;Binaria;Centro;13;0;6
cpp;100;Lineal;Centro;14;600;51
cpp;100;Binaria;Centro;14;300;6
cpp;100;Lineal;Centro;15;200;51
cpp;100;Binaria;Centro;15;100;6
cpp;100;Lineal;Centro;16;300;51
cpp;100;Binaria;Centro;16;100;6
cpp;100;Lineal;Centro;17;300;51
cpp;100;Binaria;Centro;17;100;6
cpp;100;Lineal;Centro;18;300;51
cpp;100;Binaria;Centro;18;0;6
cpp;100;Lineal;Centro;19;300;51
cpp;100;Binaria;Centro;19;0;6
cpp;100;Lineal;Centro;20;300;51
cpp;100;Binaria;Centro;20;200;6
cpp;100;Lineal;Centro;21;400;51
cpp;100;Binaria;Centro;21;200;6
cpp;100;Lineal;Centro;22;300;51
cpp;100;Binaria;Centro;22;0;6
cpp;100;Lineal;Centro;23;300;51
cpp;100;Binaria;Centro;23;0;6
cpp;100;Lineal;Centro;24;300;51
cpp;100;Binaria;Centro;24;100;6
cpp;100;Lineal;Centro;25;300;51
cpp;100;Binaria;Centro;25;200;6
cpp;100;Lineal;Centro;26;300;51
cpp;100;Binaria;Centro;26;100;6
cpp;100;Lineal;Centro;27;300;51
cpp;100;Binaria;Centro;27;100;6
cpp;100;Lineal;Centro;28;300;51
cpp;100;Binaria;Centro;28;200;6
cpp;100;Lineal;Centro;29;400;51
cpp;100;Binaria;Centro;29;100;6
cpp;100;Lineal;Centro;30;300;51
cpp;100;Binaria;Centro;30;0;6
cpp;100;Lineal;Final;1;500;100
cpp;100;Binaria;Final;1;100;7
cpp;100;Lineal;Final;2;400;100
cpp;100;Binaria;Final;2;200;7
cpp;100;Lineal;Final;3;500;100
cpp;100;Binaria;Final;3;100;7
cpp;100;Lineal;Final;4;500;100
cpp;100;Binaria;Final;4;200;7
cpp;100;Lineal;Final;5;400;100
cpp;100;Binaria;Final;5;0;7
cpp;100;Lineal;Final;6;500;100
cpp;100;Binaria;Final;6;100;7
cpp;100;Lineal;Final;7;400;100
cpp;100;Binaria;Final;7;100;7
cpp;100;Lineal;Final;8;400;100
cpp;100;Binaria;Final;8;100;7
cpp;100;Lineal;Final;9;500;100
cpp;100;Binaria;Final;9;200;7
cpp;100;Lineal;Final;10;400;100
cpp;100;Binaria;Final;10;100;7
cpp;100;Lineal;Final;11;500;100
cpp;100;Binaria;Final;11;0;7
cpp;100;Lineal;Final;12;400;100
cpp;100;Binaria;Final;12;100;7
cpp;100;Lineal;Final;13;500;100
cpp;100;Binaria;Final;13;0;7
cpp;100;Lineal;Final;14;400;100
cpp;100;Binaria;Final;14;100;7
cpp;100;Lineal;Final;15;500;100
cpp;100;Binaria;Final;15;0;7
cpp;100;Lineal;Final;16;500;100
cpp;100;Binaria;Final;16;100;7
cpp;100;Lineal;Final;17;400;100
cpp;100;Binaria;Final;17;100;7
cpp;100;Lineal;Final;18;500;100
cpp;100;Binaria;Final;18;100;7
cpp;100;Lineal;Final;19;400;100
cpp;100;Binaria;Final;19;100;7
cpp;100;Lineal;Final;20;500;100
cpp;100;Binaria;Final;20;100;7
cpp;100;Lineal;Final;21;400;100
cpp;100;Binaria;Final;21;100;7
cpp;100;Lineal;Final;22;400;100
cpp;100;Binaria;Final;22;0;7
cpp;100;Lineal;Final;23;500;100
cpp;100;Binaria;Final;23;100;7
cpp;100;Lineal;Final;24;500;100
cpp;100;Binaria;Final;24;100;7
cpp;100;Lineal;Final;25;400;100
cpp;100;Binaria;Final;25;0;7
cpp;100;Lineal;Final;26;500;100
cpp;100;Binaria;Final;26;100;7
cpp;100;Lineal;Final;27;500;100
cpp;100;Binaria;Final;27;100;7
cpp;100;Lineal;Final;28;400;100
cpp;100;Binaria;Final;28;100;7
cpp;100;Lineal;Final;29;400;100
cpp;100;Binaria;Final;29;100;7
cpp;100;Lineal;Final;30;400;100
cpp;100;Binaria;Final;30;100;7
cpp;100;Lineal;Ausente;1;500;100
cpp;100;Binaria;Ausente;1;100;6
cpp;100;Lineal;Ausente;2;400;100
cpp;100;Binaria;Ausente;2;100;6
cpp;100;Lineal;Ausente;3;500;100
cpp;100;Binaria;Ausente;3;200;6
cpp;100;Lineal;Ausente;4;500;100
cpp;100;Binaria;Ausente;4;100;6
cpp;100;Lineal;Ausente;5;400;100
cpp;100;Binaria;Ausente;5;200;6
cpp;100;Lineal;Ausente;6;1000;100
cpp;100;Binaria;Ausente;6;200;6
cpp;100;Lineal;Ausente;7;1000;100
cpp;100;Binaria;Ausente;7;200;6
cpp;100;Lineal;Ausente;8;900;100
cpp;100;Binaria;Ausente;8;200;6
cpp;100;Lineal;Ausente;9;1000;100
cpp;100;Binaria;Ausente;9;200;6
cpp;100;Lineal;Ausente;10;900;100
cpp;100;Binaria;Ausente;10;200;6
cpp;100;Lineal;Ausente;11;900;100
cpp;100;Binaria;Ausente;11;200;6
cpp;100;Lineal;Ausente;12;1000;100
cpp;100;Binaria;Ausente;12;200;6
cpp;100;Lineal;Ausente;13;900;100
cpp;100;Binaria;Ausente;13;200;6
cpp;100;Lineal;Ausente;14;1000;100
cpp;100;Binaria;Ausente;14;200;6
cpp;100;Lineal;Ausente;15;900;100
cpp;100;Binaria;Ausente;15;200;6
cpp;100;Lineal;Ausente;16;900;100
cpp;100;Binaria;Ausente;16;200;6
cpp;100;Lineal;Ausente;17;1000;100
cpp;100;Binaria;Ausente;17;200;6
cpp;100;Lineal;Ausente;18;900;100
cpp;100;Binaria;Ausente;18;100;6
cpp;100;Lineal;Ausente;19;900;100
cpp;100;Binaria;Ausente;19;200;6
cpp;100;Lineal;Ausente;20;900;100
cpp;100;Binaria;Ausente;20;100;6
cpp;100;Lineal;Ausente;21;1000;100
cpp;100;Binaria;Ausente;21;100;6
cpp;100;Lineal;Ausente;22;1000;100
cpp;100;Binaria;Ausente;22;100;6
cpp;100;Lineal;Ausente;23;1000;100
cpp;100;Binaria;Ausente;23;200;6
cpp;100;Lineal;Ausente;24;900;100
cpp;100;Binaria;Ausente;24;200;6
cpp;100;Lineal;Ausente;25;1000;100
cpp;100;Binaria;Ausente;25;200;6
cpp;100;Lineal;Ausente;26;1000;100
cpp;100;Binaria;Ausente;26;200;6
cpp;100;Lineal;Ausente;27;900;100
cpp;100;Binaria;Ausente;27;200;6
cpp;100;Lineal;Ausente;28;1100;100
cpp;100;Binaria;Ausente;28;100;6
cpp;100;Lineal;Ausente;29;1000;100
cpp;100;Binaria;Ausente;29;200;6
cpp;100;Lineal;Ausente;30;1000;100
cpp;100;Binaria;Ausente;30;200;6
cpp;1000;Lineal;Inicio;1;200;1
cpp;1000;Binaria;Inicio;1;400;9
cpp;1000;Lineal;Inicio;2;200;1
cpp;1000;Binaria;Inicio;2;500;9
cpp;1000;Lineal;Inicio;3;100;1
cpp;1000;Binaria;Inicio;3;300;9
cpp;1000;Lineal;Inicio;4;100;1
cpp;1000;Binaria;Inicio;4;200;9
cpp;1000;Lineal;Inicio;5;100;1
cpp;1000;Binaria;Inicio;5;200;9
cpp;1000;Lineal;Inicio;6;100;1
cpp;1000;Binaria;Inicio;6;300;9
cpp;1000;Lineal;Inicio;7;100;1
cpp;1000;Binaria;Inicio;7;200;9
cpp;1000;Lineal;Inicio;8;100;1
cpp;1000;Binaria;Inicio;8;200;9
cpp;1000;Lineal;Inicio;9;100;1
cpp;1000;Binaria;Inicio;9;200;9
cpp;1000;Lineal;Inicio;10;100;1
cpp;1000;Binaria;Inicio;10;200;9
cpp;1000;Lineal;Inicio;11;100;1
cpp;1000;Binaria;Inicio;11;200;9
cpp;1000;Lineal;Inicio;12;0;1
cpp;1000;Binaria;Inicio;12;200;9
cpp;1000;Lineal;Inicio;13;100;1
cpp;1000;Binaria;Inicio;13;200;9
cpp;1000;Lineal;Inicio;14;100;1
cpp;1000;Binaria;Inicio;14;300;9
cpp;1000;Lineal;Inicio;15;100;1
cpp;1000;Binaria;Inicio;15;200;9
cpp;1000;Lineal;Inicio;16;100;1
cpp;1000;Binaria;Inicio;16;300;9
cpp;1000;Lineal;Inicio;17;100;1
cpp;1000;Binaria;Inicio;17;200;9
cpp;1000;Lineal;Inicio;18;100;1
cpp;1000;Binaria;Inicio;18;200;9
cpp;1000;Lineal;Inicio;19;100;1
cpp;1000;Binaria;Inicio;19;200;9
cpp;1000;Lineal;Inicio;20;100;1
cpp;1000;Binaria;Inicio;20;200;9
cpp;1000;Lineal;Inicio;21;0;1
cpp;1000;Binaria;Inicio;21;200;9
cpp;1000;Lineal;Inicio;22;100;1
cpp;1000;Binaria;Inicio;22;200;9
cpp;1000;Lineal;Inicio;23;100;1
cpp;1000;Binaria;Inicio;23;200;9
cpp;1000;Lineal;Inicio;24;100;1
cpp;1000;Binaria;Inicio;24;300;9
cpp;1000;Lineal;Inicio;25;100;1
cpp;1000;Binaria;Inicio;25;200;9
cpp;1000;Lineal;Inicio;26;0;1
cpp;1000;Binaria;Inicio;26;200;9
cpp;1000;Lineal;Inicio;27;100;1
cpp;1000;Binaria;Inicio;27;300;9
cpp;1000;Lineal;Inicio;28;200;1
cpp;1000;Binaria;Inicio;28;200;9
cpp;1000;Lineal;Inicio;29;100;1
cpp;1000;Binaria;Inicio;29;300;9
cpp;1000;Lineal;Inicio;30;100;1
cpp;1000;Binaria;Inicio;30;200;9
cpp;1000;Lineal;Centro;1;3700;501
cpp;1000;Binaria;Centro;1;400;9
cpp;1000;Lineal;Centro;2;3900;501
cpp;1000;Binaria;Centro;2;300;9
cpp;1000;Lineal;Centro;3;3600;501
cpp;1000;Binaria;Centro;3;400;9
cpp;1000;Lineal;Centro;4;4000;501
cpp;1000;Binaria;Centro;4;300;9
cpp;1000;Lineal;Centro;5;3700;501
cpp;1000;Binaria;Centro;5;300;9
cpp;1000;Lineal;Centro;6;3900;501
cpp;1000;Binaria;Centro;6;200;9
cpp;1000;Lineal;Centro;7;3900;501
cpp;1000;Binaria;Centro;7;300;9
cpp;1000;Lineal;Centro;8;3900;501
cpp;1000;Binaria;Centro;8;200;9
cpp;1000;Lineal;Centro;9;3900;501
cpp;1000;Binaria;Centro;9;200;9
cpp;1000;Lineal;Centro;10;3900;501
cpp;1000;Binaria;Centro;10;200;9
cpp;1000;Lineal;Centro;11;3800;501
cpp;1000;Binaria;Centro;11;200;9
cpp;1000;Lineal;Centro;12;3800;501
cpp;1000;Binaria;Centro;12;200;9
cpp;1000;Lineal;Centro;13;4000;501
cpp;1000;Binaria;Centro;13;200;9
cpp;1000;Lineal;Centro;14;3900;501
cpp;1000;Binaria;Centro;14;200;9
cpp;1000;Lineal;Centro;15;3800;501
cpp;1000;Binaria;Centro;15;300;9
cpp;1000;Lineal;Centro;16;3800;501
cpp;1000;Binaria;Centro;16;200;9
cpp;1000;Lineal;Centro;17;3800;501
cpp;1000;Binaria;Centro;17;200;9
cpp;1000;Lineal;Centro;18;3900;501
cpp;1000;Binaria;Centro;18;300;9
cpp;1000;Lineal;Centro;19;3900;501
cpp;1000;Binaria;Centro;19;300;9
cpp;1000;Lineal;Centro;20;3900;501
cpp;1000;Binaria;Centro;20;200;9
cpp;1000;Lineal;Centro;21;3900;501
cpp;1000;Binaria;Centro;21;300;9
cpp;1000;Lineal;Centro;22;3800;501
cpp;1000;Binaria;Centro;22;200;9
cpp;1000;Lineal;Centro;23;3800;501
cpp;1000;Binaria;Centro;23;200;9
cpp;1000;Lineal;Centro;24;3900;501
cpp;1000;Binaria;Centro;24;200;9
cpp;1000;Lineal;Centro;25;3900;501
cpp;1000;Binaria;Centro;25;400;9
cpp;1000;Lineal;Centro;26;3800;501
cpp;1000;Binaria;Centro;26;200;9
cpp;1000;Lineal;Centro;27;3900;501
cpp;1000;Binaria;Centro;27;200;9
cpp;1000;Lineal;Centro;28;3900;501
cpp;1000;Binaria;Centro;28;200;9
cpp;1000;Lineal;Centro;29;3900;501
cpp;1000;Binaria;Centro;29;200;9
cpp;1000;Lineal;Centro;30;3800;501
cpp;1000;Binaria;Centro;30;300;9
cpp;1000;Lineal;Final;1;7600;1000
cpp;1000;Binaria;Final;1;300;10
cpp;1000;Lineal;Final;2;7400;1000
cpp;1000;Binaria;Final;2;400;10
cpp;1000;Lineal;Final;3;7400;1000
cpp;1000;Binaria;Final;3;500;10
cpp;1000;Lineal;Final;4;7500;1000
cpp;1000;Binaria;Final;4;300;10
cpp;1000;Lineal;Final;5;7500;1000
cpp;1000;Binaria;Final;5;300;10
cpp;1000;Lineal;Final;6;7500;1000
cpp;1000;Binaria;Final;6;200;10
cpp;1000;Lineal;Final;7;7500;1000
cpp;1000;Binaria;Final;7;300;10
cpp;1000;Lineal;Final;8;7900;1000
cpp;1000;Binaria;Final;8;200;10
cpp;1000;Lineal;Final;9;6800;1000
cpp;1000;Binaria;Final;9;400;10
cpp;1000;Lineal;Final;10;6400;1000
cpp;1000;Binaria;Final;10;200;10
cpp;1000;Lineal;Final;11;6500;1000
cpp;1000;Binaria;Final;11;200;10
cpp;1000;Lineal;Final;12;6500;1000
cpp;1000;Binaria;Final;12;200;10
cpp;1000;Lineal;Final;13;6400;1000
cpp;1000;Binaria;Final;13;300;10
cpp;1000;Lineal;Final;14;6500;1000
cpp;1000;Binaria;Final;14;200;10
cpp;1000;Lineal;Final;15;6400;1000
cpp;1000;Binaria;Final;15;200;10
cpp;1000;Lineal;Final;16;6500;1000
cpp;1000;Binaria;Final;16;200;10
cpp;1000;Lineal;Final;17;6500;1000
cpp;1000;Binaria;Final;17;200;10
cpp;1000;Lineal;Final;18;6900;1000
cpp;1000;Binaria;Final;18;300;10
cpp;1000;Lineal;Final;19;6500;1000
cpp;1000;Binaria;Final;19;300;10
cpp;1000;Lineal;Final;20;6800;1000
cpp;1000;Binaria;Final;20;300;10
cpp;1000;Lineal;Final;21;6500;1000
cpp;1000;Binaria;Final;21;300;10
cpp;1000;Lineal;Final;22;6500;1000
cpp;1000;Binaria;Final;22;200;10
cpp;1000;Lineal;Final;23;6400;1000
cpp;1000;Binaria;Final;23;200;10
cpp;1000;Lineal;Final;24;6500;1000
cpp;1000;Binaria;Final;24;200;10
cpp;1000;Lineal;Final;25;6500;1000
cpp;1000;Binaria;Final;25;200;10
cpp;1000;Lineal;Final;26;6800;1000
cpp;1000;Binaria;Final;26;200;10
cpp;1000;Lineal;Final;27;6400;1000
cpp;1000;Binaria;Final;27;200;10
cpp;1000;Lineal;Final;28;6400;1000
cpp;1000;Binaria;Final;28;200;10
cpp;1000;Lineal;Final;29;6400;1000
cpp;1000;Binaria;Final;29;200;10
cpp;1000;Lineal;Final;30;6400;1000
cpp;1000;Binaria;Final;30;200;10
cpp;1000;Lineal;Ausente;1;6800;1000
cpp;1000;Binaria;Ausente;1;300;9
cpp;1000;Lineal;Ausente;2;6500;1000
cpp;1000;Binaria;Ausente;2;300;9
cpp;1000;Lineal;Ausente;3;6900;1000
cpp;1000;Binaria;Ausente;3;300;9
cpp;1000;Lineal;Ausente;4;6800;1000
cpp;1000;Binaria;Ausente;4;300;9
cpp;1000;Lineal;Ausente;5;6800;1000
cpp;1000;Binaria;Ausente;5;300;9
cpp;1000;Lineal;Ausente;6;6500;1000
cpp;1000;Binaria;Ausente;6;200;9
cpp;1000;Lineal;Ausente;7;6900;1000
cpp;1000;Binaria;Ausente;7;300;9
cpp;1000;Lineal;Ausente;8;6500;1000
cpp;1000;Binaria;Ausente;8;300;9
cpp;1000;Lineal;Ausente;9;6400;1000
cpp;1000;Binaria;Ausente;9;300;9
cpp;1000;Lineal;Ausente;10;6800;1000
cpp;1000;Binaria;Ausente;10;300;9
cpp;1000;Lineal;Ausente;11;6400;1000
cpp;1000;Binaria;Ausente;11;200;9
cpp;1000;Lineal;Ausente;12;6500;1000
cpp;1000;Binaria;Ausente;12;200;9
cpp;1000;Lineal;Ausente;13;6500;1000
cpp;1000;Binaria;Ausente;13;200;9
cpp;1000;Lineal;Ausente;14;6400;1000
cpp;1000;Binaria;Ausente;14;200;9
cpp;1000;Lineal;Ausente;15;6500;1000
cpp;1000;Binaria;Ausente;15;200;9
cpp;1000;Lineal;Ausente;16;6400;1000
cpp;1000;Binaria;Ausente;16;200;9
cpp;1000;Lineal;Ausente;17;6500;1000
cpp;1000;Binaria;Ausente;17;300;9
cpp;1000;Lineal;Ausente;18;6500;1000
cpp;1000;Binaria;Ausente;18;200;9
cpp;1000;Lineal;Ausente;19;6500;1000
cpp;1000;Binaria;Ausente;19;200;9
cpp;1000;Lineal;Ausente;20;6900;1000
cpp;1000;Binaria;Ausente;20;200;9
cpp;1000;Lineal;Ausente;21;7000;1000
cpp;1000;Binaria;Ausente;21;200;9
cpp;1000;Lineal;Ausente;22;6400;1000
cpp;1000;Binaria;Ausente;22;200;9
cpp;1000;Lineal;Ausente;23;6400;1000
cpp;1000;Binaria;Ausente;23;200;9
cpp;1000;Lineal;Ausente;24;6500;1000
cpp;1000;Binaria;Ausente;24;100;9
cpp;1000;Lineal;Ausente;25;3700;1000
cpp;1000;Binaria;Ausente;25;200;9
cpp;1000;Lineal;Ausente;26;3600;1000
cpp;1000;Binaria;Ausente;26;100;9
cpp;1000;Lineal;Ausente;27;3400;1000
cpp;1000;Binaria;Ausente;27;100;9
cpp;1000;Lineal;Ausente;28;3600;1000
cpp;1000;Binaria;Ausente;28;100;9
cpp;1000;Lineal;Ausente;29;3500;1000
cpp;1000;Binaria;Ausente;29;100;9
cpp;1000;Lineal;Ausente;30;3600;1000
cpp;1000;Binaria;Ausente;30;100;9
cpp;10000;Lineal;Inicio;1;100;1
cpp;10000;Binaria;Inicio;1;300;13
cpp;10000;Lineal;Inicio;2;0;1
cpp;10000;Binaria;Inicio;2;200;13
cpp;10000;Lineal;Inicio;3;100;1
cpp;10000;Binaria;Inicio;3;200;13
cpp;10000;Lineal;Inicio;4;100;1
cpp;10000;Binaria;Inicio;4;100;13
cpp;10000;Lineal;Inicio;5;0;1
cpp;10000;Binaria;Inicio;5;100;13
cpp;10000;Lineal;Inicio;6;100;1
cpp;10000;Binaria;Inicio;6;100;13
cpp;10000;Lineal;Inicio;7;100;1
cpp;10000;Binaria;Inicio;7;100;13
cpp;10000;Lineal;Inicio;8;100;1
cpp;10000;Binaria;Inicio;8;100;13
cpp;10000;Lineal;Inicio;9;0;1
cpp;10000;Binaria;Inicio;9;200;13
cpp;10000;Lineal;Inicio;10;0;1
cpp;10000;Binaria;Inicio;10;200;13
cpp;10000;Lineal;Inicio;11;100;1
cpp;10000;Binaria;Inicio;11;200;13
cpp;10000;Lineal;Inicio;12;100;1
cpp;10000;Binaria;Inicio;12;100;13
cpp;10000;Lineal;Inicio;13;0;1
cpp;10000;Binaria;Inicio;13;200;13
cpp;10000;Lineal;Inicio;14;0;1
cpp;10000;Binaria;Inicio;14;200;13
cpp;10000;Lineal;Inicio;15;100;1
cpp;10000;Binaria;Inicio;15;100;13
cpp;10000;Lineal;Inicio;16;0;1
cpp;10000;Binaria;Inicio;16;100;13
cpp;10000;Lineal;Inicio;17;0;1
cpp;10000;Binaria;Inicio;17;100;13
cpp;10000;Lineal;Inicio;18;0;1
cpp;10000;Binaria;Inicio;18;100;13
cpp;10000;Lineal;Inicio;19;0;1
cpp;10000;Binaria;Inicio;19;100;13
cpp;10000;Lineal;Inicio;20;100;1
cpp;10000;Binaria;Inicio;20;200;13
cpp;10000;Lineal;Inicio;21;0;1
cpp;10000;Binaria;Inicio;21;200;13
cpp;10000;Lineal;Inicio;22;100;1
cpp;10000;Binaria;Inicio;22;200;13
cpp;10000;Lineal;Inicio;23;100;1
cpp;10000;Binaria;Inicio;23;200;13
cpp;10000;Lineal;Inicio;24;100;1
cpp;10000;Binaria;Inicio;24;100;13
cpp;10000;Lineal;Inicio;25;0;1
cpp;10000;Binaria;Inicio;25;200;13
cpp;10000;Lineal;Inicio;26;100;1
cpp;10000;Binaria;Inicio;26;100;13
cpp;10000;Lineal;Inicio;27;0;1
cpp;10000;Binaria;Inicio;27;100;13
cpp;10000;Lineal;Inicio;28;100;1
cpp;10000;Binaria;Inicio;28;200;13
cpp;10000;Lineal;Inicio;29;100;1
cpp;10000;Binaria;Inicio;29;200;13
cpp;10000;Lineal;Inicio;30;0;1
cpp;10000;Binaria;Inicio;30;200;13
cpp;10000;Lineal;Centro;1;17700;5001
cpp;10000;Binaria;Centro;1;300;13
cpp;10000;Lineal;Centro;2;17600;5001
cpp;10000;Binaria;Centro;2;200;13
cpp;10000;Lineal;Centro;3;17600;5001
cpp;10000;Binaria;Centro;3;200;13
cpp;10000;Lineal;Centro;4;17500;5001
cpp;10000;Binaria;Centro;4;200;13
cpp;10000;Lineal;Centro;5;17600;5001
cpp;10000;Binaria;Centro;5;200;13
cpp;10000;Lineal;Centro;6;16800;5001
cpp;10000;Binaria;Centro;6;100;13
cpp;10000;Lineal;Centro;7;17600;5001
cpp;10000;Binaria;Centro;7;200;13
cpp;10000;Lineal;Centro;8;16600;5001
cpp;10000;Binaria;Centro;8;100;13
cpp;10000;Lineal;Centro;9;16700;5001
cpp;10000;Binaria;Centro;9;100;13
cpp;10000;Lineal;Centro;10;17600;5001
cpp;10000;Binaria;Centro;10;100;13
cpp;10000;Lineal;Centro;11;17700;5001
cpp;10000;Binaria;Centro;11;100;13
cpp;10000;Lineal;Centro;12;16600;5001
cpp;10000;Binaria;Centro;12;200;13
cpp;10000;Lineal;Centro;13;17600;5001
cpp;10000;Binaria;Centro;13;200;13
cpp;10000;Lineal;Centro;14;16600;5001
cpp;10000;Binaria;Centro;14;200;13
cpp;10000;Lineal;Centro;15;17600;5001
cpp;10000;Binaria;Centro;15;100;13
cpp;10000;Lineal;Centro;16;17500;5001
cpp;10000;Binaria;Centro;16;100;13
cpp;10000;Lineal;Centro;17;16700;5001
cpp;10000;Binaria;Centro;17;100;13
cpp;10000;Lineal;Centro;18;17500;5001
cpp;10000;Binaria;Centro;18;100;13
cpp;10000;Lineal;Centro;19;17600;5001
cpp;10000;Binaria;Centro;19;100;13
cpp;10000;Lineal;Centro;20;17600;5001
cpp;10000;Binaria;Centro;20;100;13
cpp;10000;Lineal;Centro;21;17700;5001
cpp;10000;Binaria;Centro;21;200;13
cpp;10000;Lineal;Centro;22;17900;5001
cpp;10000;Binaria;Centro;22;100;13
cpp;10000;Lineal;Centro;23;17700;5001
cpp;10000;Binaria;Centro;23;100;13
cpp;10000;Lineal;Centro;24;17600;5001
cpp;10000;Binaria;Centro;24;100;13
cpp;10000;Lineal;Centro;25;17700;5001
cpp;10000;Binaria;Centro;25;100;13
cpp;10000;Lineal;Centro;26;17600;5001
cpp;10000;Binaria;Centro;26;100;13
cpp;10000;Lineal;Centro;27;24000;5001
cpp;10000;Binaria;Centro;27;200;13
cpp;10000;Lineal;Centro;28;17700;5001
cpp;10000;Binaria;Centro;28;200;13
cpp;10000;Lineal;Centro;29;18000;5001
cpp;10000;Binaria;Centro;29;200;13
cpp;10000;Lineal;Centro;30;17500;5001
cpp;10000;Binaria;Centro;30;200;13
cpp;10000;Lineal;Final;1;34600;10000
cpp;10000;Binaria;Final;1;200;14
cpp;10000;Lineal;Final;2;34700;10000
cpp;10000;Binaria;Final;2;200;14
cpp;10000;Lineal;Final;3;34800;10000
cpp;10000;Binaria;Final;3;300;14
cpp;10000;Lineal;Final;4;35300;10000
cpp;10000;Binaria;Final;4;200;14
cpp;10000;Lineal;Final;5;34900;10000
cpp;10000;Binaria;Final;5;200;14
cpp;10000;Lineal;Final;6;53900;10000
cpp;10000;Binaria;Final;6;400;14
cpp;10000;Lineal;Final;7;73700;10000
cpp;10000;Binaria;Final;7;300;14
cpp;10000;Lineal;Final;8;72700;10000
cpp;10000;Binaria;Final;8;300;14
cpp;10000;Lineal;Final;9;73100;10000
cpp;10000;Binaria;Final;9;300;14
cpp;10000;Lineal;Final;10;73400;10000
cpp;10000;Binaria;Final;10;300;14
cpp;10000;Lineal;Final;11;191200;10000
cpp;10000;Binaria;Final;11;400;14
cpp;10000;Lineal;Final;12;68800;10000
cpp;10000;Binaria;Final;12;300;14
cpp;10000;Lineal;Final;13;112200;10000
cpp;10000;Binaria;Final;13;600;14
cpp;10000;Lineal;Final;14;103200;10000
cpp;10000;Binaria;Final;14;600;14
cpp;10000;Lineal;Final;15;86200;10000
cpp;10000;Binaria;Final;15;500;14
cpp;10000;Lineal;Final;16;73100;10000
cpp;10000;Binaria;Final;16;400;14
cpp;10000;Lineal;Final;17;72700;10000
cpp;10000;Binaria;Final;17;400;14
cpp;10000;Lineal;Final;18;72400;10000
cpp;10000;Binaria;Final;18;300;14
cpp;10000;Lineal;Final;19;75000;10000
cpp;10000;Binaria;Final;19;300;14
cpp;10000;Lineal;Final;20;80500;10000
cpp;10000;Binaria;Final;20;300;14
cpp;10000;Lineal;Final;21;79700;10000
cpp;10000;Binaria;Final;21;300;14
cpp;10000;Lineal;Final;22;79600;10000
cpp;10000;Binaria;Final;22;400;14
cpp;10000;Lineal;Final;23;79600;10000
cpp;10000;Binaria;Final;23;300;14
cpp;10000;Lineal;Final;24;100100;10000
cpp;10000;Binaria;Final;24;400;14
cpp;10000;Lineal;Final;25;75900;10000
cpp;10000;Binaria;Final;25;300;14
cpp;10000;Lineal;Final;26;78100;10000
cpp;10000;Binaria;Final;26;300;14
cpp;10000;Lineal;Final;27;80500;10000
cpp;10000;Binaria;Final;27;400;14
cpp;10000;Lineal;Final;28;80500;10000
cpp;10000;Binaria;Final;28;300;14
cpp;10000;Lineal;Final;29;113000;10000
cpp;10000;Binaria;Final;29;400;14
cpp;10000;Lineal;Final;30;80600;10000
cpp;10000;Binaria;Final;30;400;14
cpp;10000;Lineal;Ausente;1;79400;10000
cpp;10000;Binaria;Ausente;1;500;13
cpp;10000;Lineal;Ausente;2;80800;10000
cpp;10000;Binaria;Ausente;2;500;13
cpp;10000;Lineal;Ausente;3;80300;10000
cpp;10000;Binaria;Ausente;3;300;13
cpp;10000;Lineal;Ausente;4;80700;10000
